index_número_registro,tipo_registro,núcleo_víctima,nombre_víctima,tipo_delito,fecha_registro,directa_indirecta,fecha_acuerdo_ministerial,carpeta_investigacion,numero_anexo,numero_recomendacion,nombre_recomendacion,fecha_emision_recomendacion,derechos_violados,clave_víctima,fecha_sentencia,expediente_judicial,AlfanúmericaRegistro
245,Delito – MP,Name,Name,Type,27 de febrero de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,Delito – MP,Name,Name,Type,27 de febrero de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
247,Delito – MP,Name,Name,Type,27 de febrero de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
248,Delito – MP,Name,Name,Type,27 de febrero de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
249,Delito – MP,Name,Name,Type,27 de febrero de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
250,Delito – MP,Name,Name,Type,27 de febrero de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
251,Delito – MP,Name,Name,Type,27 de febrero de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
252,Delito – MP,Name,Name,Type,27 de febrero de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
253,Delito – MP,Name,Name,Type,27 de febrero de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
254,Delito – MP,Name,Name,Type,27 de febrero de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
255,Delito – MP,Name,Name,Type,27 de febrero de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
256,Delito – MP,Name,Name,Type,27 de febrero de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
257,Delito – MP,Name,Name,Type,27 de febrero de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Delito – MP,Name,Name,Type,27 de febrero de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
259,Delito – MP,Name,Name,Type,27 de febrero de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
260,Delito – MP,Name,Name,Type,27 de febrero de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
261,Delito – MP,Name,Name,Type,27 de febrero de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
262,Delito – MP,Name,Name,Type,27 de febrero de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
263,Delito – MP,Name,Name,Type,27 de febrero de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
264,Delito – MP,Name,Name,Type,27 de febrero de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
265,Delito – MP,Name,Name,Type,27 de febrero de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,Delito – MP,Name,Name,Type,27 de febrero de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
267,Delito – MP,Name,Name,Type,27 de febrero de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
268,Delito – MP,Name,Name,Type,27 de marzo de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
269,Delito – MP,Name,Name,Type,27 de marzo de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
270,Delito – MP,Name,Name,Type,27 de marzo de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
271,Delito – MP,Name,Name,Type,27 de marzo de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
272,Delito – MP,Name,Name,Type,27 de marzo de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
273,Delito – MP,Name,Name,Type,27 de marzo de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
274,Delito – MP,Name,Name,Type,27 de marzo de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
275,Delito – MP,Name,Name,Type,27 de marzo de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
276,Delito – MP,Name,Name,Type,27 de marzo de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
277,Delito – MP,Name,Name,Type,27 de marzo de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
278,Delito – MP,Name,Name,Type,27 de marzo de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
279,Delito – MP,Name,Name,Type,27 de marzo de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
280,Delito – MP,Name,Name,Type,27 de marzo de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
281,Delito – MP,Name,Name,Type,27 de marzo de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
282,Delito – MP,Name,Name,Type,27 de marzo de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
283,Delito – MP,Name,Name,Type,27 de marzo de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
284,Delito – MP,Name,Name,Type,27 de marzo de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
285,Delito – MP,Name,Name,Type,27 de marzo de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
286,Delito – MP,Name,Name,Type,27 de marzo de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
287,Delito – MP,Name,Name,Type,27 de marzo de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
288,Delito – MP,Name,Name,Type,27 de marzo de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
289,Delito – MP,Name,Name,Type,27 de marzo de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
290,Delito – MP,Name,Name,Type,27 de marzo de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
291,Delito – MP,Name,Name,Type,27 de marzo de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
292,Delito – MP,Name,Name,Type,27 de marzo de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
293,Delito – MP,Name,Name,Type,27 de marzo de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
294,Delito – MP,Name,Name,Type,27 de marzo de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
295,Delito – MP,Name,Name,Type,27 de marzo de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
296,Delito – MP,Name,Name,Type,27 de marzo de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
297,Delito – MP,Name,Name,Type,27 de marzo de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
298,Delito – MP,Name,Name,Type,27 de marzo de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
299,Delito – MP,Name,Name,Type,27 de marzo de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
300,Delito – MP,Name,Name,Type,27 de marzo de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
301,Delito – MP,Name,Name,Type,27 de marzo de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
302,Delito – MP,Name,Name,Type,27 de marzo de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
303,Delito – MP,Name,Name,Type,27 de marzo de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
304,Delito – MP,Name,Name,Type,27 de marzo de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
305,Delito – MP,Name,Name,Type,27 de marzo de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
306,Delito – MP,Name,Name,Type,27 de marzo de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
307,Delito – MP,Name,Name,Type,27 de marzo de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
308,Delito – MP,Name,Name,Type,27 de marzo de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
309,Delito – MP,Name,Name,Type,27 de marzo de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,Delito – MP,Name,Name,Type,27 de marzo de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
311,Delito – MP,Name,Name,Type,27 de marzo de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
312,Delito – Judicial,Name,Name,Type,NA,directa,NA,NA,NA,NA,NA,NA,NA,NA,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA
313,Delito – Judicial,Name,Name,Type,NA,indirecta,NA,NA,NA,NA,NA,NA,NA,NA,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA
314,Delito – Judicial,Name,Name,Type,NA,directa,NA,NA,NA,NA,NA,NA,NA,NA,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA
315,Delito – Judicial,Name,Name,Type,NA,indirecta,NA,NA,NA,NA,NA,NA,NA,NA,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA
316,Delito – Judicial,Name,Name,Type,NA,directa,NA,NA,NA,NA,NA,NA,NA,NA,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA
317,Delito – Judicial,Name,Name,Type,NA,indirecta,NA,NA,NA,NA,NA,NA,NA,NA,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA
318,Delito – Judicial,Name,Name,Type,NA,directa,NA,NA,NA,NA,NA,NA,NA,NA,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA
319,Delito – Judicial,Name,Name,Type,NA,indirecta,NA,NA,NA,NA,NA,NA,NA,NA,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA
320,Delito – Judicial,Name,Name,Type,NA,directa,NA,NA,NA,NA,NA,NA,NA,NA,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA
321,Delito – Judicial,Name,Name,Type,NA,indirecta,NA,NA,NA,NA,NA,NA,NA,NA,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA
322,Delito – Judicial,Name,Name,Type,NA,directa,NA,NA,NA,NA,NA,NA,NA,NA,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA
323,Delito – Judicial,Name,Name,Type,NA,indirecta,NA,NA,NA,NA,NA,NA,NA,NA,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA
324,Delito – Judicial,Name,Name,Type,NA,directa,NA,NA,NA,NA,NA,NA,NA,NA,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA
325,Delito – Judicial,Name,Name,Type,NA,indirecta,NA,NA,NA,NA,NA,NA,NA,NA,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA
326,Violación DH,Name,Name,Type,dd de mm de yy,directa,dd de mm de yy,NA,Anexo {1:},{1:]/{yyyy),Torture as method of investigation in crimes of high impact [Example],15 de diciembre de 2021,"A) Violated righ one, B) Violated right two, C) Violated right three",víctima directa {1:},NA,NA,NA
327,Violación DH,Name,Name,Type,dd de mm de yy,indirecta,dd de mm de yy,NA,Anexo {1:},{1:]/{yyyy),Deaths for violence in Penitentiary Centers [Example],15 de diciembre de 2021,"A) Violated righ one, B) Violated right two, C) Violated right three",víctima indirecta {1:},NA,NA,NA
328,Delito – MP,Name,Name,Type,1 de abril de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
329,Delito – MP,Name,Name,Type,1 de abril de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
330,Delito – MP,Name,Name,Type,1 de abril de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
331,Delito – MP,Name,Name,Type,1 de abril de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
332,Delito – MP,Name,Name,Type,1 de abril de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
333,Delito – MP,Name,Name,Type,1 de abril de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
334,Violación DH,Name,Name,Type,dd de mm de yy,directa,dd de mm de yy,NA,Anexo {1:},{1:]/{yyyy),On the right of women to a life free of obstetric violence [Example],09 de noviembre de 2023,"A) Violated righ one, B) Violated right two, C) Violated right three",víctima directa {1:},NA,NA,NA
335,Violación DH,Name,Name,Type,dd de mm de yy,indirecta,dd de mm de yy,NA,Anexo {1:},{1:]/{yyyy),Use of psychological torture as research tool [Example],09 de noviembre de 2023,"A) Violated righ one, B) Violated right two, C) Violated right three",víctima indirecta {1:},NA,NA,NA
336,Violación DH,Name,Name,Type,dd de mm de yy,directa,dd de mm de yy,NA,Anexo {1:},{1:]/{yyyy),Torture as method of investigation in crimes of high impact [Example],09 de noviembre de 2023,"A) Violated righ one, B) Violated right two, C) Violated right three",víctima directa {1:},NA,NA,NA
337,Violación DH,Name,Name,Type,dd de mm de yy,indirecta,dd de mm de yy,NA,Anexo {1:},{1:]/{yyyy),Deaths for violence in Penitentiary Centers [Example],09 de noviembre de 2023,"A) Violated righ one, B) Violated right two, C) Violated right three",víctima indirecta {1:},NA,NA,NA
338,Delito – MP,Name,Name,Type,24 de abril de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
339,Delito – MP,Name,Name,Type,24 de abril de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
340,Delito – MP,Name,Name,Type,24 de abril de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
341,Violación DH,Name,Name,Type,dd de mm de yy,indirecta,dd de mm de yy,NA,Anexo {1:},{1:]/{yyyy),Torture as method of investigation in crimes of high impact [Example],17 de noviembre de 2022,"A) Violated righ one, B) Violated right two, C) Violated right three",víctima indirecta {1:},NA,NA,NA
342,Delito – MP,Name,Name,Type,30 de abril de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
343,Delito – MP,Name,Name,Type,30 de abril de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
344,Delito – MP,Name,Name,Type,30 de abril de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
345,Delito – MP,Name,Name,Type,30 de abril de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
346,Delito – MP,Name,Name,Type,30 de abril de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
347,Delito – MP,Name,Name,Type,30 de abril de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
348,Delito – MP,Name,Name,Type,30 de abril de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,Delito – MP,Name,Name,Type,30 de abril de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
350,Delito – MP,Name,Name,Type,30 de abril de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
351,Delito – MP,Name,Name,Type,8 de mayo de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
352,Delito – MP,Name,Name,Type,8 de mayo de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
353,Delito – MP,Name,Name,Type,8 de mayo de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
354,Delito – MP,Name,Name,Type,8 de mayo de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
355,Delito – MP,Name,Name,Type,8 de mayo de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
356,Violación DH,Name,Name,Type,dd de mm de yy,directa,dd de mm de yy,NA,Anexo {1:},{1:]/{yyyy),Torture as method of investigation in crimes of high impact [Example],24 de octubre de 2023,"A) Violated righ one, B) Violated right two, C) Violated right three",víctima directa {1:},NA,NA,NA
357,Violación DH,Name,Name,Type,dd de mm de yy,indirecta,dd de mm de yy,NA,Anexo {1:},{1:]/{yyyy),Deaths for violence in Penitentiary Centers [Example],24 de octubre de 2023,"A) Violated righ one, B) Violated right two, C) Violated right three",víctima indirecta {1:},NA,NA,NA
358,Delito – MP,Name,Name,Type,8 de mayo de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
359,Delito – MP,Name,Name,Type,8 de mayo de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
360,Delito – MP,Name,Name,Type,8 de mayo de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
361,Delito – MP,Name,Name,Type,8 de mayo de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
362,Delito – MP,Name,Name,Type,8 de mayo de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
363,Delito – MP,Name,Name,Type,8 de mayo de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
364,Delito – MP,Name,Name,Type,8 de mayo de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
365,Delito – MP,Name,Name,Type,8 de mayo de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
366,Delito – MP,Name,Name,Type,8 de mayo de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
367,Delito – MP,Name,Name,Type,8 de mayo de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
368,Delito – MP,Name,Name,Type,8 de mayo de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
369,Delito – MP,Name,Name,Type,8 de mayo de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
370,Delito – MP,Name,Name,Type,8 de mayo de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
371,Delito – MP,Name,Name,Type,8 de mayo de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
372,Delito – MP,Name,Name,Type,8 de mayo de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
373,Delito – MP,Name,Name,Type,8 de mayo de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
374,Delito – MP,Name,Name,Type,8 de mayo de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
375,Delito – MP,Name,Name,Type,8 de mayo de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
376,Delito – MP,Name,Name,Type,8 de mayo de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
377,Delito – MP,Name,Name,Type,8 de mayo de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
378,Delito – MP,Name,Name,Type,8 de mayo de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
379,Delito – MP,Name,Name,Type,8 de mayo de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
380,Delito – MP,Name,Name,Type,8 de mayo de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
381,Delito – MP,Name,Name,Type,8 de mayo de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
382,Delito – MP,Name,Name,Type,8 de mayo de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
383,Delito – MP,Name,Name,Type,8 de mayo de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
384,Delito – MP,Name,Name,Type,8 de mayo de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
385,Delito – MP,Name,Name,Type,8 de mayo de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
386,Delito – MP,Name,Name,Type,8 de mayo de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
387,Delito – MP,Name,Name,Type,8 de mayo de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
388,Delito – MP,Name,Name,Type,8 de mayo de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
389,Delito – MP,Name,Name,Type,8 de mayo de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
390,Delito – MP,Name,Name,Type,8 de mayo de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
391,Delito – MP,Name,Name,Type,8 de mayo de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
392,Delito – MP,Name,Name,Type,8 de mayo de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
393,Delito – MP,Name,Name,Type,8 de mayo de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
394,Delito – MP,Name,Name,Type,8 de mayo de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
395,Delito – MP,Name,Name,Type,8 de mayo de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
